zipcode,longitude,latitude,number_of_orders
32341,-44.0589497450741,-19.9341051345756,14
32342,-44.0331905499859,-19.915445066591,4
32370,-44.0277875501503,-19.9324459711404,5
32371,-44.0335743895811,-19.9301544619558,7
32372,-44.0261093755323,-19.9288994120989,3
32400,-44.0558409850404,-20.0249822966054,13
32404,-44.0464085455236,-20.0061045919292,2
32405,-44.0393119816556,-20.0252948905247,4
32407,-44.1165537037296,-20.0036041227142,1
32410,-44.0528040308722,-20.0426039691279,2
32412,-44.0698862008469,-20.037477338008,3
32415,-44.0910856053819,-20.0184158618814,9
32419,-44.0605094488969,-19.9946117023006,1
32420,-44.0644126548394,-19.979557205784,2
32421,-44.121131417958,-20.0164078904238,2
32423,-44.072853184712,-20.0003024429572,3
32425,-44.0612036115895,-19.9988149390409,5
32430,-44.072272606238,-19.9963487796695,1
32431,-44.0803125,-20.000205,1
32432,-44.0920633144462,-19.9992401826407,1
32450,-44.1443179081747,-20.0429735374628,18
32470,-44.1879269958191,-20.0540659100252,4
32600,-44.2027996815165,-19.9806143885683,18
32602,-44.1792833084056,-19.9477863336457,2
32603,-44.2058856124127,-19.9635993605229,3
32604,-44.1987894327279,-19.9586625901736,12
32605,-44.1819170203993,-19.9336214912574,4
32606,-44.2044799941716,-19.9456965262277,10
32611,-44.1555194809857,-19.8590189197876,3
32616,-44.2562792144565,-19.9408855863096,1
32623,-44.2765297610364,-19.9198120546771,6
32639,-44.2360235081593,-20.0276139755245,2
32641,-44.2306350662548,-20.0288679996117,8
32642,-44.223904304605,-20.02064520483,1
32653,-44.1797451026891,-19.9295938184835,1
32655,-44.1774177977146,-19.9672349119475,6
32656,-44.187260961423,-19.9788801443245,1
32657,-44.1727562463212,-20.0059038331986,2
32659,-44.1349178726123,-19.9989284351953,2
32661,-44.1517563599746,-19.9842646167118,3
32665,-44.1411525987696,-19.9717957012483,4
32667,-44.1386975378845,-19.9624736894224,7
32668,-44.1423239562871,-19.9811310874257,2
32669,-44.128613500671,-19.9592135238689,2
32670,-44.1625204700214,-19.9486120649489,22
32671,-44.1132209997399,-19.946324896129,8
32672,-44.1669414044834,-19.9249190630367,13
32673,-44.1667899950083,-19.9402903760748,6
32675,-44.1401223506838,-19.9387671859599,16
32676,-44.1404988687172,-19.9505135059726,13
32677,-44.1132737069712,-19.9418775219449,5
32678,-44.1014891447632,-19.9313576724074,8
32681,-44.1163842958625,-19.9483988520688,4
32684,-44.1043277113509,-19.9518356056033,2
32685,-44.1007662914853,-19.9496323535938,5
32689,-44.0780768638698,-19.9438274182584,1
32900,-44.3003824408344,-20.0706704102354,11
32920,-44.2652836845243,-20.0546752688295,8
33010,-43.8514616316279,-19.7700554601386,4
33015,-43.8474353646875,-19.7637356544772,4
33016,-43.8546966729902,-19.756787404965,1
33020,-43.8350108006179,-19.7565820610472,1
33025,-43.8434010929637,-19.7673268904216,4
33030,-43.9296405262627,-19.7840769131834,11
33035,-43.8662920462471,-19.7652232968876,4
33040,-43.8745953929013,-19.7836422433914,1
33045,-43.8831021811717,-19.7547169701571,3
33060,-43.3430678778202,-21.7880008183119,2
33065,-43.8328137097188,-19.7723430020941,1
33080,-43.8303022588489,-19.8200145135285,1
33082,-43.8317498848099,-19.8258171092206,1
33105,-43.9287375663723,-19.7817889085646,2
33110,-43.917842133512,-19.7828002877622,6
33113,-43.8321797995778,-19.8228858649474,3
33115,-43.9131692875172,-19.7943814123451,7
33120,-43.9295007438895,-19.7881532855547,8
33125,-43.9399405476226,-19.791047556324,8
33130,-43.9371035575018,-19.7823702613953,4
33140,-43.9262296861407,-19.773876605304,5
33145,-43.9292292656055,-19.7701136382044,3
33170,-43.9028593862027,-19.7884859873471,8
33172,-43.89436125,-19.7769825,1
33200,-43.9489503239287,-19.7552839226477,45
33350,-43.9574635859499,-19.696879986678,8
33400,-43.900982052337,-19.5921849600698,59
33500,-43.9923366753093,-19.6298121502574,1
33600,-44.0567679295389,-19.6522922919533,40
33805,-44.0809055,-19.7730209999999,9
33820,-44.1285866611104,-19.771424880321,6
33821,-44.1625557304787,-19.7586469270975,4
33822,-44.0670962139999,-19.8115574999999,2
33823,-44.140885226866,-19.7656854899948,3
33825,-44.0673669708198,-19.7813649834422,3
33833,-44.1357341071325,-19.7443400502337,1
33840,-44.0927298100595,-19.7443007837506,2
33841,-44.0723826840696,-19.7345792719768,1
33855,-44.0725592571412,-19.7565058703906,5
33858,-44.084004684979,-19.7576513438745,1
33860,-44.0694810313636,-19.7713971618097,2
33861,-44.0718510970409,-19.7767137171459,1
33880,-44.0850555786831,-19.7737028587339,3
33900,-44.0816799735205,-19.761093569357,4
33902,-44.0098892864274,-19.796860277829,5
33903,-44.0279771076808,-19.7967140888107,1
33913,-44.0229254812176,-19.7790294229137,8
33920,-44.0222165492499,-19.7843724321731,3
33925,-43.991949075584,-19.7762231827077,5
33930,-44.1611315,-19.7571719999999,8
33933,-44.0108772279993,-19.7876838609556,6
33935,-44.0120134248258,-19.8094356788203,5
33937,-44.1450926905885,-19.7596539694443,3
33938,-44.0385532760114,-19.8361792456287,1
33943,-44.0173210323571,-19.805776157437,9
33980,-43.6917498595812,-19.6621616371719,2
34000,-43.9296478683778,-19.9916652951701,9
34001,-43.8507785969337,-19.9893062068632,5
34002,-43.8490221749398,-19.9972947150353,6
34003,-43.8644151268145,-19.9871113072027,10
34004,-43.8883942701527,-19.9946025615069,8
34006,-43.946832832261,-19.9849162259725,24
34007,-43.9810370503216,-20.0639520249625,9
34008,-43.9291908963228,-20.008017,1
34009,-43.9368725801997,-20.0651989981705,1
34011,-43.9658179324819,-20.1188156949948,2
34012,-43.8223765452072,-20.0243919727024,14
34015,-43.930629691706,-20.1043202424475,1
34018,-43.9305976747518,-20.1045335215297,8
34300,-43.7906930332881,-20.0806343815329,8
34400,-43.8112963054379,-19.9631948666584,11
34505,-43.809948,-19.886213162756,3
34515,-43.798143765995,-19.8876620610383,8
34525,-43.8152637575303,-19.9021411367291,2
34535,-43.8244329271063,-19.9120926630294,2
34545,-43.8316020789809,-19.8918595864116,1
34580,-43.8490736426439,-19.8870081833728,3
34585,-43.8520305762858,-19.8864971185712,2
34590,-43.8608976503358,-19.8800802795716,2
34600,-43.8572607597393,-19.8628338686913,5
34650,-43.8945349407444,-19.8685364660083,2
34700,-43.8960684377179,-19.8791656512449,2
34710,-43.9011153448317,-19.877287588063,9
34720,-43.8645808345092,-19.8418977617704,1
34740,-43.759855,-19.72893,1
34800,-43.6693329738949,-19.8835204085375,27
34940,-43.6942524819615,-19.9602770305327,1
35010,-41.9504101117069,-18.8582299928805,32
35012,-41.9557457349177,-18.8596458127019,2
35020,-41.940529730197,-18.8668061783645,18
35022,-41.8932029134705,-18.8377258142655,1
35024,-41.9021324628049,-18.830224685673,1
35030,-41.9554525772406,-18.8747829966725,8
35032,-41.9601718076462,-18.8718759918002,7
35040,-41.9927281208277,-18.9107464347151,10
35041,-41.9527360883211,-18.8921598769323,2
35042,-41.9486199999999,-18.912942889,1
35043,-41.9467756773048,-18.8939979566774,3
35044,-41.9416423113339,-18.8839929914726,6
35050,-41.9694421507295,-18.8826875012274,2
35051,-41.9692060204717,-18.8735193605197,5
35052,-41.9451620396686,-18.8409758807409,2
35053,-41.9685558626635,-18.8652072100441,6
35054,-41.997147408698,-18.8435406189774,2
35057,-41.962591758517,-18.8414490969982,14
35058,-41.9502018259096,-18.8447197917904,5
35059,-41.9817415435704,-18.8563632153899,4
35060,-41.977739916198,-18.8587498430651,3
35063,-41.9662,-18.831928261,2
35064,-41.9368976823755,-18.8432252520854,3
35065,-41.9637813546366,-18.8462536933412,2
35105,-41.9630823288143,-18.87194548207,1
35112,-41.9112073726026,-18.5530427805797,5
35114,-41.5943075023893,-18.3547569872065,1
35115,-42.0809635352128,-18.5087320129962,1
35116,-43.4215288875822,-22.7864836799055,1
35118,-42.2409471042866,-19.1580523364552,2
35120,-41.8646886845295,-19.1714599580058,4
35123,-41.8586892143842,-19.0651568221506,1
35125,-41.6389690832076,-18.9749091987497,1
35138,-41.9575275072467,-18.9553851918551,2
35140,-42.002124185436,-19.283080041858,4
35145,-42.0991238001228,-19.2324437434461,1
35146,-42.159707063464,-19.337351436536,2
35147,-43.994221912121,-19.9022292089703,1
35148,-42.1147743690839,-19.3971458519358,1
35160,-42.5717637831376,-19.5052374238461,42
35162,-42.556794830977,-19.4780955431646,93
35164,-42.5254879010618,-19.4609515387212,36
35170,-42.6308734844962,-19.5066432990265,26
35171,-42.570806123058,-19.5307996580116,14
35172,-42.6442393966012,-19.4748922096241,1
35179,-42.5323112100631,-19.4551545953598,16
35180,-42.6516210918587,-19.5437307773775,28
35181,-42.6152456444323,-19.5326803675469,8
35182,-42.645924095892,-19.5798822620647,10
35183,-42.6762716121666,-19.5743457952579,1
35184,-42.6668916711648,-19.5335387288388,7
35188,-42.7081584418861,-19.5629423561501,1
35189,-42.7166416536576,-19.0571975055418,1
35190,-42.2195446348165,-19.4359282081052,4
35193,-42.2582996526241,-19.4312240583237,1
35195,-42.5059328578652,-19.3144437386591,5
35196,-42.3754444000492,-19.3099395675161,2
35198,-42.4184653753011,-19.4109048171771,8
35199,-42.299477414301,-19.6090903904971,2
35200,-41.0702419522202,-19.4947340279682,10
35220,-41.2255957080402,-19.3977246000485,2
35222,-41.2495276835739,-19.4142244266217,1
35225,-41.3796893226956,-19.3582746602491,1
35230,-41.2625426117685,-19.1768587941216,10
35238,-41.0322199999999,-19.0975,1
35240,-41.5308519127898,-19.0752701596329,15
35248,-41.2230420293226,-18.9837258505475,2
35249,-41.7283390367588,-19.41993970593,2
35265,-41.480227327689,-18.7803411475239,1
35267,-48.1808830287117,-18.6574532618075,1
35270,-41.4060145901222,-18.6611092928959,5
35275,-41.4886162831912,-18.589660548549,1
35277,-41.1641126248269,-18.7217532681549,3
35280,-41.2382015,-18.5641859999999,1
35290,-41.0033443277053,-18.7700992403766,11
35300,-42.1421022995809,-19.7902269450835,54
35302,-42.1252902110786,-19.7816786769799,5
35304,-42.1362315847431,-19.7694089291649,3
35311,-42.2042310506187,-19.8488366151767,1
35323,-41.968048641005,-19.5952526829739,2
35324,-42.2269093185462,-19.626635594025,1
35325,-42.073992633714,-19.7576542869141,7
35326,-42.1339514729239,-19.8750562062329,3
35330,-42.1290501362718,-19.5127941457338,7
35335,-42.0131023675245,-19.5298991419136,2
35338,-42.1076284931385,-19.6372469813944,3
35340,-42.466874787735,-19.5774700417917,4
35348,-42.4146344343291,-19.725232382849,1
35350,-42.4492825527213,-20.0995456384685,12
35359,-42.2662805540354,-20.0368379903172,1
35360,-42.5269723325025,-20.1751288192333,4
35365,-42.47811225,-20.3014575,6
35367,-42.3392023032494,-20.2824451115556,4
35368,-42.4854101444687,-20.4721106167355,2
35370,-42.6435933041874,-20.2246224829142,5
35380,-42.74616825,-20.3518845,1
35388,-42.6044624612192,-20.3191400581344,2
35390,-42.6657220071452,-20.4523145402355,1
35400,-43.5055130255352,-20.3852374890357,57
35410,-43.6720476530671,-20.3458092223152,2
35411,-43.475536342201,-20.2890518051819,2
35420,-43.4121011873449,-20.3752712200935,33
35424,-43.2746366959329,-20.3964598155262,1
35430,-42.8915374187771,-20.4153392483833,40
35431,-42.9242610695855,-20.4187751422178,1
35436,-43.0121944749115,-20.5738605951082,2
35437,-43.1990944460037,-20.4894148570245,2
35438,-43.1466231826966,-20.3637794373735,2
35440,-42.9646800408754,-20.1628870994656,4
35442,-42.8985458696973,-20.2466239282848,1
35444,-42.7954106435507,-20.5109600828409,1
35447,-43.0445540728791,-20.2837720093888,1
35450,-43.8118398308443,-20.2577958461129,32
35460,-44.0096173433978,-20.1982223157629,26
35470,-44.0543128014776,-20.3322019976397,1
35473,-44.0298187779761,-20.4104347320775,3
35476,-44.2328258074885,-20.4733670313291,3
35478,-44.3388342912446,-20.3905379100108,1
35480,-44.2399076351054,-20.3277890169279,4
35485,-44.3357096689464,-20.2900143187788,5
35488,-44.4911599711152,-20.395954701156,2
35490,-44.0558326592302,-20.7407619327889,7
35494,-44.340017006314,-20.6573552576902,1
35495,-43.952944512051,-20.6288632831346,2
35498,-43.9860238889531,-20.534054341121,6
35500,-44.8925916834258,-20.1466153171464,86
35501,-44.8824379241555,-20.1582513255797,26
35502,-44.9071248103432,-20.1475371265594,22
35503,-44.8684801634799,-20.1661154063513,3
35505,-44.9756953878319,-20.1055779385841,1
35519,-45.0056948987834,-19.8701180495907,51
35530,-44.7591402448775,-20.4377336225029,22
35534,-44.6383802957446,-20.5417940586287,5
35536,-44.4800879879157,-20.5093121239324,1
35537,-44.4890041617921,-20.6503982287763,1
35540,-44.8329758746429,-20.7074328809193,22
35541,-44.5754469028882,-20.7668884822101,1
35543,-44.9881349228071,-20.7064692853444,2
35544,-44.850907759668,-19.9887053655461,3
35545,-45.0739491221546,-19.9569968335579,7
35547,-44.8675044996313,-20.5606952513727,6
35550,-45.108716241301,-20.470582431981,13
35555,-45.1542250818964,-20.6275354913691,1
35557,-44.7733486268151,-20.1852303198754,10
35560,-45.3002116536036,-20.0923745864548,15
35565,-45.2072105,-20.2697849999999,1
35568,-45.5531152584501,-20.4480147500478,1
35570,-45.424321458052,-20.4740842624119,32
35580,-45.5025868953927,-20.1396791022722,1
35582,-45.6599223933484,-20.3708206677313,3
35585,-45.8017649779617,-20.4781208404081,2
35588,-45.5418958491857,-20.2892027953416,25
35590,-45.5446989767224,-20.0225684913151,11
35595,-45.6823076988296,-19.788461463692,2
35600,-45.2545249073186,-19.7407405883445,39
35603,-45.1703970166306,-19.9488630626005,6
35604,-45.4118072249618,-19.8504639407187,1
35606,-45.2388576981097,-19.3273438030228,2
35610,-45.6055178760061,-19.4629066541379,7
35613,-45.7768867006299,-19.5245527006299,2
35620,-45.4537757128952,-19.1605058370918,12
35622,-45.5346170983574,-18.8984686966897,1
35623,-45.4127303541327,-18.8779255360181,1
35624,-45.7137032673222,-19.1492054608641,1
35628,-45.3544692306927,-18.608209746557,3
35640,-45.013375670538,-19.223687526901,11
35650,-44.8844167537499,-19.6847533875869,22
35657,-45.0282977189336,-19.7132270564844,2
35660,-44.6019565184153,-19.8471697291574,21
35661,-44.5979722543008,-19.8604387746957,15
35662,-44.7417518750968,-19.8819085289218,1
35666,-44.6739757258171,-19.5139313164957,4
35667,-44.6631701459665,-19.6271694189185,1
35668,-44.896284,-19.7534115,3
35669,-44.7524286461734,-19.440225460967,4
35670,-44.4048179930132,-19.9845727140498,9
35672,-44.4716329454114,-20.0085697194923,3
35675,-44.3473954130224,-19.9641353470127,4
35680,-44.5732983518722,-20.0821266042318,44
35681,-44.6149764345754,-20.0915643761161,13
35685,-44.4295194988091,-20.2034339739525,2
35690,-44.4353891794682,-19.8878758598742,3
35695,-44.7092156414225,-19.9563736115287,1
35698,-44.700757831015,-19.9077617695965,1
35700,-44.2444140302301,-19.4636125483059,71
35701,-44.2171225717028,-19.4473385871239,40
35702,-44.2250635239788,-19.429710298294,16
35703,-44.203145681596,-19.4162687426821,1
35720,-44.0852055482653,-19.5599927801877,12
35730,-44.1338124725845,-19.540038485866,2
35732,-43.9570994224109,-19.2865334781237,2
35738,-44.1590972956429,-19.4873069599407,4
35740,-44.1513021502645,-19.8018746491728,14
35763,-44.3874941944547,-19.4944656894048,2
35765,-44.4476367821897,-19.5260137761501,2
35767,-44.0260480386843,-19.2377567126923,2
35770,-44.4186990638707,-19.3067096201454,8
35774,-44.3984354356911,-19.2748128851055,9
35785,-44.0363199920844,-19.0038020693653,1
35790,-44.4504186281643,-18.7447569565775,44
35800,-42.9469235,-19.2195749999999,2
35830,-43.7403290678708,-19.5193692294209,1
35860,-43.381484,-18.9539129999999,12
35865,-43.2571253915744,-18.967900220854,2
35875,-43.38423203613,-19.2188691445198,1
35878,-43.1430533383865,-19.087444706924,1
35880,-43.2565355274381,-19.2220759755944,1
35894,-42.92156197785,-19.0544990740967,1
35900,-43.2123354331354,-19.6316562106706,63
35901,-43.2325029185181,-19.6600857341236,10
35902,-43.2000843598635,-19.6525567949829,1
35903,-43.2122461071117,-19.6247135812819,5
35908,-43.4785666078633,-19.7119249380957,1
35910,-43.0828325,-19.4203469999999,4
35920,-43.0263734607102,-19.7708241311138,15
35930,-43.1772218640095,-19.8013319974311,37
35931,-43.1885071356263,-19.8345014686773,14
35935,-43.3589023850487,-19.8253847109914,6
35938,-43.0930098363761,-19.827710392055,1
35940,-43.1655141153125,-19.9256560033534,4
35950,-43.0575140400087,-20.1075143399963,11
35955,-43.3006529440754,-20.1615933747742,1
35960,-43.4172518210899,-19.9642129549765,26
35969,-43.4077293398768,-20.0712929767723,5
35970,-43.4852786158837,-19.9327043323406,18
35975,-43.4488946463309,-19.8656841705892,1
35984,-42.7759239330455,-19.8406564323236,2
35986,-42.7156165449816,-19.9215461097239,2
35995,-42.9608591738183,-19.8713687127105,4
36010,-43.3429564453229,-21.7628250663339,36
36013,-43.3461595335853,-21.7583993089042,8
36015,-43.353198256593,-21.7596492506204,28
36016,-43.353457962808,-21.7722055289977,31
36020,-43.3310651250801,-21.780220851749,5
36021,-43.3450383419412,-21.7760640976975,16
36025,-43.3520911573663,-21.7732285109643,24
36026,-43.347552852617,-21.781679280599,16
36030,-43.3456265195074,-21.7864431700078,10
36031,-43.3524551749957,-21.7906877041376,7
36032,-43.3631473335448,-21.8114509746355,4
36033,-43.3604155444053,-21.7851665234577,17
36035,-43.3652874199319,-21.7483316930291,10
36036,-43.3695806408546,-21.761942795752,13
36037,-43.3811272909064,-21.7680051154695,17
36038,-43.38930375,-21.8023065,7
36039,-43.391308871306,-21.7862277524627,1
36045,-43.3620248469329,-21.7401444271452,8
36046,-43.3617531490321,-21.7372721027342,11
36047,-43.350298962808,-21.7196788359686,12
36048,-43.3462844023025,-21.6957665276127,5
36050,-43.3414782603439,-21.7293092237002,20
36051,-43.3412004457139,-21.7321453447394,8
36052,-43.3473321011599,-21.7427959592013,5
36060,-43.3424490405771,-21.7503763268845,11
36061,-43.331780672159,-21.7466152191463,6
36062,-43.333960032366,-21.7580851359481,6
36070,-43.3280192427145,-21.7682862536788,10
36071,-43.3245452118155,-21.7746297997123,3
36072,-43.2954624075826,-21.7777544315886,2
36080,-43.3632594189509,-21.7458598576087,12
36081,-43.3804695349703,-21.7449492850424,8
36083,-43.3984467835132,-21.7243587732414,13
36084,-43.4046953552194,-21.7340348243809,1
36085,-43.403467516395,-21.7153997816213,7
36087,-43.4312775786831,-21.7031030990825,11
36088,-43.432582143632,-21.7076322989209,5
36090,-43.4326257192568,-21.689650561198,4
36091,-43.4414087493526,-21.7039368255814,3
36092,-43.442601144157,-21.6337069781063,6
36108,-43.5091022283522,-21.5496995366026,1
36110,-43.2178530054279,-21.6723822835495,2
36120,-43.3274639240357,-21.8726204174939,13
36123,-43.313903921,-21.9633308478005,1
36130,-43.8295157220682,-22.0834845038708,4
36135,-44.0977321834042,-22.1502585685993,1
36140,-43.8143356782104,-21.8480361217517,6
36144,-38.9347638030683,-12.23140994944,1
36145,-43.9347571458413,-21.8593656826623,1
36150,-43.128455339684,-21.4678490381042,4
36152,-43.1922658217616,-21.5331604566327,4
36155,-43.2698752513893,-21.5928219361557,1
36157,-43.3250614216232,-21.5092102183282,2
36160,-43.049327167322,-21.3578151077353,7
36165,-43.2487985227176,-21.3604873147968,2
36170,-43.0179828049988,-21.2729566748463,3
36180,-43.1768320752143,-21.2727008742453,6
36190,-43.3402334461349,-21.2042779195492,4
36195,-43.4150771727923,-21.2896908475507,2
36200,-43.7700236327255,-21.2322679204658,25
36201,-43.7934142569851,-21.2309274877685,13
36202,-43.7744651701058,-21.2021487255375,18
36204,-43.6251130300681,-21.3024719819591,9
36205,-43.7524042000346,-21.2166475013422,15
36210,-43.5117242478305,-21.1486405560799,1
36212,-43.9743837663796,-21.1897765798967,11
36213,-44.0177435,-21.1231559999999,8
36220,-43.747591194284,-21.3186796404309,1
36225,-43.9641980401407,-21.433288205595,1
36227,-44.1566315,-21.4861259999999,3
36230,-43.7568255,-21.6026760510303,2
36235,-43.9152900581731,-21.5618659364883,2
36240,-43.5382094678998,-21.4556935659809,22
36255,-43.3769288220478,-21.3425016165358,2
36260,-43.4081571865414,-21.023959578896,4
36264,-43.9815230010003,-18.2907067584548,1
36270,-43.7562236534255,-21.0575380822413,1
36272,-43.7626147219217,-21.1462317830905,3
36275,-43.5776015474968,-21.0307898519996,1
36280,-43.7820549434567,-20.9524198290984,11
36290,-43.623271394677,-20.9272998421292,1
36300,-44.2689401261469,-21.1398837279993,8
36301,-44.2555216290611,-21.1257361881816,12
36302,-44.2348098175681,-21.0969726496483,14
36305,-44.2376420762249,-21.1244851529934,17
36307,-44.3261114731146,-21.1894910778095,12
36309,-44.2671063272261,-21.1401602972845,4
36320,-44.1178066264635,-21.0982483898783,3
36325,-44.1878545127838,-21.1115500608134,4
36328,-44.2312253504209,-21.1239991434049,5
36335,-44.3189440264604,-21.0231925056484,3
36340,-44.2323142467005,-20.9301987432678,3
36345,-44.0724473658025,-20.9149557113992,5
36350,-44.5059200755151,-20.9056605956952,5
36370,-44.61895575,-21.223755,2
36390,-44.6567373144628,-21.2991799817055,1
36400,-43.7908373260418,-20.6535415745508,73
36401,-43.7695477918092,-20.655085120212,5
36404,-43.7745754791108,-20.6824338563273,2
36405,-43.7913648657284,-20.6626781707874,1
36406,-43.8020349644956,-20.6645564251844,1
36407,-43.8040512600663,-20.6563906143454,1
36408,-43.8029037451827,-20.6529367541668,1
36415,-43.8585864152202,-20.5041069223841,30
36420,-43.7162316122507,-20.5326646872909,41
36426,-43.8131894396063,-20.8264770591544,2
36430,-43.6821477458571,-20.7882546194448,2
36455,-43.4749754311444,-20.7886445884388,1
36460,-43.4824207428877,-20.8569440385157,1
36470,-43.3536093698648,-20.7957440300236,2
36480,-43.2990734933455,-20.6886162525702,4
36500,-42.922604828541,-21.125743328541,35
36501,-42.9440517858793,-21.1343010727211,1
36502,-42.9106789526452,-21.1200874462325,3
36503,-42.912912534149,-21.1196219678968,3
36504,-42.9291815541807,-21.1137720124617,3
36505,-42.948015400464,-21.1097539596075,3
36506,-42.96343866862,-21.1031849693762,3
36507,-42.9538261677066,-21.117664020291,2
36510,-42.8655032672691,-21.2012385150956,3
36512,-43.0311828425588,-21.1683743144441,6
36515,-42.7958474352686,-21.1523924617252,2
36520,-42.8392284985146,-21.0084286002971,19
36525,-42.7188021587589,-21.006684820194,1
36530,-42.8338976738745,-20.9253994574969,4
36540,-43.1001834303334,-20.9181082817837,2
36542,-43.2466995477286,-20.8501606917721,2
36544,-42.9776901508626,-20.8680109962346,1
36546,-43.0151908301125,-20.9877597970907,1
36550,-42.8040552733789,-20.8591385436248,1
36555,-42.655315699836,-20.8324477965097,7
36560,-42.7981477224899,-20.7864828927988,1
36568,-43.0878244536084,-20.6704460551323,1
36570,-42.8660115970895,-20.7219376778842,84
36572,-42.889449830021,-20.7602771298026,2
36576,-43.0842567456509,-20.6715107798928,4
36580,-42.8538524129238,-20.6577468463075,7
36590,-42.7092335,-20.7375239999999,1
36592,-42.6183681104163,-20.6869383645712,1
36594,-42.5191965331455,-20.6674874751409,2
36600,-43.0678312747691,-21.7265302970869,7
36606,-43.0384979567385,-21.7306020025973,2
36620,-43.1665681602218,-21.9512015889187,1
36640,-43.0058314035015,-21.8604324608956,9
36650,-42.9449390376176,-21.7981254351658,1
36660,-42.7058670142466,-21.8656050102771,29
36664,-42.70181766494,-21.8662887063795,1
36670,-42.8156656141199,-21.7546019510818,1
36675,-42.7811047918278,-21.6803660333432,1
36680,-43.0121739022556,-21.5368410654749,15
36690,-42.9612047199682,-21.4618665379683,3
36700,-42.64106019318,-21.5268033641465,17
36707,-44.0099534380103,-19.8219043683723,1
36720,-42.5388513044608,-21.769150075769,4
36730,-42.3439460753318,-21.6616062302698,8
36740,-42.47331992757,-21.5250092256618,3
36750,-42.3133222768993,-21.3769020388198,4
36760,-42.4772362775049,-21.3638696112476,1
36770,-42.6920393761907,-21.3890721589806,7
36771,-42.6832167150482,-21.4111622853393,2
36772,-42.6967754164367,-21.3939990192793,7
36773,-42.711962640978,-21.388733126343,8
36774,-42.6920370867206,-21.3818048393811,9
36780,-42.8673653509165,-21.3156182885186,11
36784,-42.812677376102,-21.3172900036566,2
36790,-42.6145590060905,-21.1973311804783,9
36800,-42.0315445829964,-20.7344525896009,27
36810,-42.2666897593512,-20.7913764712614,1
36815,-42.2811199025311,-20.7269351368486,8
36820,-42.1448724542839,-20.6081675457161,14
36828,-42.2011526960916,-20.5105392058626,1
36830,-41.9094457747299,-20.6531638680394,19
36832,-41.9229267227192,-20.697005628812,3
36834,-41.9053161244801,-20.5247644765223,1
36844,-42.0246407580535,-20.9141837615923,5
36850,-42.1109593447498,-21.0170550149267,3
36855,-42.1762744937619,-21.0998100228241,5
36860,-42.2100112805804,-21.1512883644813,2
36873,-46.889442,-23.5433655,1
36880,-42.3609930684114,-21.131145,22
36881,-42.3619723709389,-21.1348226996942,6
36883,-42.3735508076634,-21.1333153832882,5
36884,-42.3799950699406,-21.1284277857349,12
36886,-42.3957490987705,-21.1313715603172,1
36887,-42.4043799826591,-21.1351058381903,4
36888,-42.3823213025275,-21.1184992564488,2
36889,-42.3621360575913,-21.1251169592013,12
36892,-43.9438717743017,-19.9550692412473,1
36893,-42.342876,-20.8905552817343,1
36895,-42.2459577419968,-20.8643292518824,1
36900,-42.0443861899007,-20.2654415664225,65
36913,-42.2508142651545,-20.3845581249006,2
36918,-42.1490262688948,-20.3931531419849,2
36923,-42.1085386579927,-20.4381725052558,2
36925,-42.2733185644215,-20.1724694204188,2
36930,-42.0596792407143,-19.9958806912493,9
36940,-41.891687,-20.0463959999999,3
36950,-41.7185134338076,-19.8075682776987,7
36953,-41.6129741787259,-19.7638800146758,1
36955,-41.4434600999104,-19.8181876246975,8
36960,-41.6338791959253,-19.6184394736093,3
36970,-41.9404432420455,-20.3448698947078,16
36972,-41.8776455852172,-20.2577384784063,6
36974,-41.7999533279599,-20.2031100629193,2
36976,-41.9651196227971,-20.4242540020323,4
36979,-41.866173,-20.4405180908122,2
36980,-41.6218007153283,-20.1517469282239,3
36985,-41.6838961072337,-20.0506849554211,2
37002,-45.440027283967,-21.5564654357934,15
37004,-45.4286114519794,-21.5553657566831,5
37006,-45.4358909078059,-21.5672745124474,3
37010,-45.4475988306679,-21.5550632220332,5
37012,-45.4486646618517,-21.5671899813677,1
37014,-45.4430335906234,-21.5497418031254,11
37018,-45.4305691213997,-21.5464406358009,6
37022,-45.4248545126379,-21.5501444207944,3
37026,-45.4469662704097,-21.575607617694,6
37030,-45.4503979615199,-21.5447863920697,2
37031,-45.4606756029853,-21.5572668102985,6
37036,-45.4521184049324,-21.5292636286098,1
37044,-45.4208699559412,-21.5626837915715,4
37048,-45.4011179477572,-21.5766172763798,5
37060,-45.4202977860559,-21.581673139349,3
37062,-45.4522181906271,-21.5761605650723,9
37070,-45.4467326509119,-21.5929717344145,3
37110,-45.5685963291826,-21.6069169214024,10
37115,-46.3678600721203,-21.3280626103445,5
37120,-45.7312131183397,-21.5447058701524,13
37130,-45.9463673863649,-21.4228888193917,14
37131,-45.9441186135498,-21.433970489834,2
37132,-45.9508220138507,-21.4430741447145,5
37133,-45.9658751068969,-21.4329349892978,1
37135,-45.9599644740462,-21.4201793719924,4
37136,-45.9626268336147,-21.4086469571452,6
37137,-45.9403582905019,-21.4072894716276,11
37140,-46.1531140120408,-21.3638292149893,7
37142,-46.1930676097155,-21.5095866150338,1
37143,-46.0427780676062,-21.5482090241912,2
37145,-46.1427751145682,-21.2487269957545,3
37148,-46.2017007972457,-21.094827088463,6
37150,-46.1193131753327,-20.9776309991497,9
37160,-45.7562423478824,-21.2362287050379,5
37165,-45.832343496896,-21.1124461982139,4
