zipcode,longitude,latitude,number_of_orders
2612,-46.6629481470945,-23.4721870094351,4
2613,-46.661073830977,-23.4725827996133,1
2614,-46.6576409233943,-23.4717225298344,3
2615,-46.6566775932541,-23.4715296741589,10
2616,-46.6553286766691,-23.4664394671072,8
2617,-46.6586952901783,-23.4664015392694,4
2618,-46.6488780663339,-23.4658897857349,9
2630,-46.6407434023025,-23.4637906064401,2
2631,-46.6482546253102,-23.4586432980841,2
2632,-46.6483332943332,-23.4606911590397,5
2633,-46.6501761201743,-23.4608558412487,2
2634,-46.6506641837382,-23.4601652092734,2
2635,-46.6475497281436,-23.4571018986958,1
2636,-46.6460959453229,-23.455942889809,8
2637,-46.6473738352761,-23.4535887135726,1
2649,-46.661062583819,-23.4609751362745,1
2650,-46.657757257978,-23.4615032123319,2
2651,-46.6572690210918,-23.4599007099659,2
2652,-46.656832022217,-23.4548974740607,4
2670,-46.665027172774,-23.4663707149576,2
2671,-46.6643613347279,-23.468540877604,8
2672,-46.665911414796,-23.4637104240868,2
2673,-46.6689780326496,-23.4667052873758,1
2674,-46.6667793388828,-23.4598789905649,3
2675,-46.6678260659385,-23.4582363334254,3
2679,-46.6635953459519,-23.4559633308327,1
2680,-46.6691060118304,-23.4441207515617,1
2710,-46.6737322842057,-23.5075168812107,1
2712,-46.6816109089676,-23.5054447857349,10
2713,-46.6861313501239,-23.5080935493906,2
2714,-46.6877664168734,-23.5065979808414,1
2715,-46.6766233637255,-23.5037304893242,3
2716,-46.6853091031078,-23.4990183725601,1
2717,-46.685192018074,-23.4937462056723,1
2720,-46.6735934627027,-23.5009748324324,2
2721,-46.6734991588955,-23.5014640721623,11
2722,-46.6840472318945,-23.503063243407,9
2723,-46.6795212012234,-23.5013655750765,1
2724,-46.6837740438138,-23.4994395087499,6
2725,-46.6838619364361,-23.499724840412,4
2726,-46.6882019250745,-23.5007644432927,3
2728,-46.688953891989,-23.5004216144916,6
2729,-46.6898674910892,-23.5037261240534,2
2730,-46.6912745702767,-23.4971955743082,8
2731,-46.6918635072134,-23.4949705881182,5
2732,-46.696052184979,-23.4992109503145,2
2733,-46.6953572622771,-23.4968774665589,1
2734,-46.6921884924982,-23.485941156818,3
2735,-46.6927519064371,-23.4932932566305,7
2736,-46.6897668259853,-23.4903912228635,1
2737,-46.6888785663339,-23.4878317857349,1
2738,-46.6876674271452,-23.4898549103526,2
2739,-46.6888905684114,-23.4858091640314,6
2750,-46.6796163980033,-23.4931066763806,1
2751,-46.6819202713685,-23.4895847907708,8
2752,-46.6837687064049,-23.4959979210149,1
2754,-46.6777906974725,-23.4910267230077,1
2755,-46.6794101575105,-23.4885177135726,1
2756,-46.6791318805182,-23.484468719401,2
2757,-46.6843597070517,-23.4864817543713,4
2758,-46.6842947375786,-23.4881177951699,4
2759,-46.6806816661217,-23.4834495192835,3
2762,-46.6781955264234,-23.4833171297844,4
2763,-46.674987658203,-23.4790092706157,1
2764,-46.6768778258411,-23.4795141612614,1
2765,-46.6709568718232,-23.4754358982108,2
2801,-46.6977071842865,-23.4876293016908,6
2802,-46.696737274571,-23.4887911149312,9
2803,-46.6937494154885,-23.4868550080501,1
2804,-46.6952815731432,-23.4838102528421,6
2805,-46.6975048411045,-23.4772156625022,7
2806,-46.6981336054591,-23.4722326588955,2
2807,-46.6999620925616,-23.4704167019158,4
2808,-46.70391530322,-23.4674250663339,3
2809,-46.7043332740781,-23.4732559766865,4
2811,-46.7028910163918,-23.474579720117,1
2813,-46.7124543867347,-23.4514866456528,2
2814,-46.70577225,-23.458095,3
2815,-46.7146728651105,-23.4447480313636,2
2817,-46.7026841421028,-23.4624754854291,1
2820,-46.7089874337005,-23.445022995006,1
2831,-46.6905729919499,-23.4728083760748,3
2832,-46.6925828155693,-23.4834933558197,1
2834,-46.6921070831265,-23.475976973628,3
2835,-46.6928786472387,-23.4720781501529,3
2836,-46.696662623781,-23.4719886530671,3
2837,-46.6991750270644,-23.4645621545963,3
2839,-46.6814700889549,-23.476666159588,1
2840,-46.6886122230077,-23.4818182769923,5
2841,-46.6846052689422,-23.4812851923366,1
2842,-46.6875313848174,-23.4735274751573,11
2844,-46.6903345700848,-23.4727390166484,2
2845,-46.6924870628715,-23.4686591981649,9
2846,-46.6951675700848,-23.4649017762998,10
2847,-46.6872652929482,-23.4688315603613,1
2848,-46.6885470277569,-23.4656732617289,1
2849,-46.6860058745456,-23.4635266625022,2
2850,-46.6868636137977,-23.4607973993883,1
2851,-46.6916433949449,-23.4584760072134,5
2853,-46.6967324758498,-23.4563523424895,1
2854,-46.6976065073576,-23.4555650363553,1
2855,-46.6988384061362,-23.4540037509103,6
2856,-46.6927653666397,-23.4524153505396,3
2857,-46.7492529924096,-23.7487674924096,1
2858,-46.7023621069883,-23.447741793785,1
2859,-46.7067234132668,-23.4433735037509,8
2860,-46.7122437135726,-23.4368674679439,5
2861,-46.6720502740781,-23.4685309977783,2
2862,-46.6797272086436,-23.476615336823,3
2863,-46.67350309839,-23.4742964562871,3
2864,-46.684172268798,-23.4718420233135,1
2866,-46.6790974936234,-23.4672449716948,5
2867,-46.6830964227018,-23.4710290161002,1
2870,-46.6770438126551,-23.4594117973916,4
2871,-46.6778324547579,-23.4632772392521,3
2872,-46.6711997056668,-23.4633277718564,2
2873,-46.6859558063801,-23.4590098801896,2
2874,-46.6771713424895,-23.4559917135726,5
2875,-46.6835968133476,-23.4608299833516,3
2877,-46.6801865553248,-23.4524106191465,3
2878,-46.686852267413,-23.4506621631947,4
2879,-46.6951784936893,-23.4509576248459,5
2880,-46.6725616763806,-23.4666396042184,2
2881,-46.6757684286604,-23.4676276233145,1
2882,-46.6670329508915,-23.4698782522938,3
2883,-46.7166859645127,-23.4400386124011,8
2910,-46.6962020255352,-23.5069325106758,3
2911,-46.7045858340354,-23.5046796910958,4
2912,-46.7072469746316,-23.506106807063,4
2913,-46.713792122396,-23.501477514571,4
2914,-46.7083768567052,-23.5035589772708,2
2915,-46.7231374297631,-23.4893612507831,2
2916,-46.7203710643242,-23.4882453296343,1
2917,-46.7125162281436,-23.4970592267586,1
2918,-46.7161254920417,-23.4977439691012,2
2919,-46.7191569919499,-23.4931326494604,6
2920,-46.7206368841249,-23.4906889766865,3
2925,-46.6975418937045,-23.5025729348484,11
2926,-46.70127600492,-23.499947470076,5
2927,-46.7048613666397,-23.4977614565756,16
2928,-46.7029518697543,-23.493391731395,3
2929,-46.7060454092572,-23.4908660220863,7
2930,-46.7084645101275,-23.49230780322,1
2931,-46.7079609970858,-23.4980530094351,3
2932,-46.711239317791,-23.4870819045242,4
2934,-46.7151800394137,-23.4909954693289,5
2935,-46.7157418534538,-23.4889896006117,1
2936,-46.7196771895666,-23.4854319708581,4
2937,-46.7221134729845,-23.4839087069245,2
2938,-46.7232047545155,-23.4845673533095,6
2939,-46.7358155370791,-23.4725611450306,2
2940,-46.72377830322,-23.4798881174043,2
2941,-46.7232799345028,-23.4794347019159,5
2942,-46.7229294482371,-23.4761108315252,1
2943,-46.7249682624214,-23.4764907485429,2
2944,-46.7252943424895,-23.4756771443245,2
2945,-46.727083346181,-23.4814856224443,3
2951,-46.7237847027787,-23.4728907829242,3
2955,-46.7206880749682,-23.4684405124906,2
2957,-46.7221226122684,-23.4690431384962,4
2960,-46.702313329996,-23.4930915056841,4
2961,-46.700347053286,-23.491910001944,5
2962,-46.6992015925616,-23.4892964074384,7
2963,-46.7022132173052,-23.4857554153824,2
2964,-46.7048647250852,-23.4846021901149,2
2965,-46.7063222270505,-23.4831929731936,4
2967,-46.7026211261469,-23.4804056441803,2
2968,-46.7052642352127,-23.4768251307345,2
2969,-46.7145681813723,-23.486153888424,4
2970,-46.7150385750764,-23.4811537019159,3
2971,-46.7107314518437,-23.4848104679439,5
2972,-46.7112249533729,-23.4802967427145,2
2975,-46.7118093039125,-23.4784296669456,7
2976,-46.7173761742558,-23.478102779882,5
2977,-46.7113768290087,-23.4713382439878,9
2978,-46.707232378585,-23.4739307355012,1
2979,-46.7061464285302,-23.4764769081309,1
2981,-46.7168445,-23.460318,1
2982,-46.7169458782965,-23.4565177055225,1
2983,-46.7183368503954,-23.4503810363553,3
2984,-46.7212818044608,-23.4456959861215,3
2985,-46.7188379755607,-23.4412925567427,1
2987,-46.7147917929482,-23.4329852406371,3
2989,-46.7211738556802,-23.4298070532034,7
2990,-46.7245333498471,-23.4316127776848,4
2991,-46.7255404459068,-23.4342411718672,7
2992,-46.725090815021,-23.4491174424087,7
2993,-46.7355045669417,-23.4548103407067,14
2995,-46.7402130216401,-23.4381773608113,8
2996,-46.735329341393,-23.4471851451613,5
2998,-46.7225081143459,-23.4406276872007,19
3001,-46.6140494458142,-23.541383876251,3
3003,-46.6223255260835,-23.5446401421028,1
3004,-46.6170674741918,-23.5424724569864,1
3005,-46.6264756625022,-23.5431079098043,2
3007,-46.6268904528247,-23.5415071990017,1
3008,-46.62082801082,-23.542331866784,3
3011,-46.6170557381269,-23.5349638745456,2
3012,-46.6155573687172,-23.5406677574297,2
3013,-46.616359442957,-23.5325980263719,3
3014,-46.6072979511513,-23.539141277829,1
3015,-46.594035680824,-23.537185743811,6
3016,-46.6197118637255,-23.5379695289977,2
3017,-46.6140196146344,-23.5324471845749,2
3018,-46.613953021236,-23.5317439489295,3
3019,-46.6084970425877,-23.5243340888107,4
3021,-46.602286507737,-23.5274153945247,4
3022,-46.606511627543,-23.5256994003043,4
3023,-46.6109904440821,-23.5313037130244,1
3024,-46.605312267413,-23.5341011631947,3
3025,-46.6094536974725,-23.5348903025275,4
3026,-46.6067795759132,-23.5264515195626,4
3027,-46.6147046050551,-23.5311860327486,4
3028,-46.61097919124,-23.5269721773616,3
3029,-46.620265159588,-23.5287162506204,5
3030,-46.6186433155693,-23.5277185495412,2
3032,-46.6213701781983,-23.5316736777656,2
3033,-46.6253829961048,-23.5286006960875,2
3034,-46.6157878585896,-23.5237560246985,4
3035,-46.613838068844,-23.5241943424895,1
3040,-46.6225364598492,-23.5507236238912,10
3041,-46.6207097581222,-23.5485766003232,9
3042,-46.6193676519706,-23.5476249353396,1
3043,-46.6159471182411,-23.5494936885857,3
3044,-46.6207635072565,-23.551689676483,1
3045,-46.5946639206244,-23.5388497266144,6
3046,-46.6161695836748,-23.543608767413,1
3047,-46.6016052264701,-23.5395981720815,6
3050,-46.6135781755439,-23.5424946736107,1
3051,-46.5971873978297,-23.5401120998364,3
3052,-46.6095553796815,-23.5413525745282,3
3053,-46.6074734465636,-23.5411586508454,5
3054,-46.6032244977783,-23.5416397893416,5
3055,-46.5966734095159,-23.5433900538404,2
3057,-46.5933801684748,-23.5425777274511,7
3058,-46.5934502248702,-23.5400689220748,9
3059,-46.5951652173235,-23.5427994060534,6
3060,-46.5854988615038,-23.5381340846558,2
3061,-46.5849296924808,-23.5409860063766,6
3062,-46.5945324832073,-23.5426873302845,6
3063,-46.5562002099659,-23.5304536697155,4
3064,-46.557461268798,-23.5309401920768,4
3065,-46.5792028945409,-23.5363843236194,3
3066,-46.5762742019159,-23.5368534127185,11
3067,-46.5854667747706,-23.5411600335853,8
3068,-46.5682479821108,-23.5375881335045,3
3069,-46.5648737746264,-23.5359647288361,7
3070,-46.5722187690865,-23.5389970280167,2
3071,-46.5623415216401,-23.5337216122684,6
3072,-46.5546706974725,-23.5340917230077,4
3073,-46.5553888380461,-23.5311349036875,2
3077,-46.5772902793582,-23.529263563968,11
3080,-46.5793425091752,-23.5329410846558,12
3081,-46.575543938398,-23.5369524132668,8
3084,-46.5704886992901,-23.5346734221536,5
3085,-46.5689626228287,-23.5336262581222,2
3086,-46.5692076916793,-23.5287600899226,5
3087,-46.5641433588781,-23.5300706924808,9
3088,-46.5613743147326,-23.527311841797,14
3089,-46.5622666872007,-23.5298012267586,3
3090,-46.559021253823,-23.5302255056841,5
3101,-46.6135917547753,-23.5539916552888,3
3102,-46.6249053141843,-23.5527014382537,4
3104,-46.6221155342778,-23.5535754127185,5
3105,-46.6226022413296,-23.5538662944775,6
3106,-46.6147643999366,-23.5577066749957,2
3107,-46.6065939366126,-23.5642442318714,2
3109,-46.5976734225116,-23.5762846967834,2
3110,-46.608494269779,-23.5569061470945,9
3111,-46.6058658685683,-23.5580723061168,9
3112,-46.6045297013676,-23.5571280349703,18
3113,-46.6033358613596,-23.5600922200935,5
3114,-46.5951561527432,-23.565511554738,3
3115,-46.5874031421028,-23.5721443724681,4
3116,-46.5871043033302,-23.5672952108912,3
3117,-46.5931272236799,-23.5609386623923,2
3118,-46.5952040255352,-23.5604784446304,7
3119,-46.5916211246177,-23.5658671712447,4
3120,-46.5964469213169,-23.5595101851232,7
3121,-46.6014064705903,-23.5617598582554,8
3122,-46.591279779214,-23.5694239098043,10
3123,-46.5982158090484,-23.5684663272261,3
3124,-46.5924241305903,-23.5678640183219,5
3125,-46.5913149621155,-23.5765482850424,1
3126,-46.5915683416089,-23.5806732514388,3
3127,-46.5892886472387,-23.5774452361937,14
3128,-46.5845588957816,-23.5774769825148,3
3129,-46.5835086144901,-23.577162485429,3
3130,-46.5831555246985,-23.580007962808,1
3131,-46.5781522003867,-23.5790089622597,9
3132,-46.5839149258758,-23.5829031448728,13
3133,-46.5772172155577,-23.5968053246529,3
3134,-46.5842739977561,-23.5854006965858,10
3135,-46.5800925015292,-23.5758755589763,1
3136,-46.5806375831265,-23.5773753841249,10
3137,-46.5734324177102,-23.5804755334411,3
3138,-46.5818152733856,-23.5875969225576,4
3140,-46.5758095860407,-23.5869866297536,1
3141,-46.5706583381227,-23.5900227768212,3
3142,-46.5770091376594,-23.5913777082925,4
3143,-46.5808871837382,-23.5892032378671,2
3144,-46.5735081525188,-23.593477526776,3
3145,-46.572772059813,-23.5909511035259,1
3146,-46.5722806748514,-23.5959673621963,3
3147,-46.5650773745456,-23.5963367396561,5
3149,-46.5874712596514,-23.5748092106584,3
3150,-46.5891129528247,-23.5835544970858,6
3151,-46.5868705809049,-23.5827115037509,1
3152,-46.5809622799065,-23.5934728323619,8
3153,-46.5790437793982,-23.5975408967129,8
3154,-46.5638480990825,-23.582602340008,1
3155,-46.5711663190764,-23.5828125685477,1
3156,-46.5643822677111,-23.5813669913443,4
3157,-46.5697121493162,-23.5770545795199,2
3158,-46.5647641048344,-23.577469384937,3
3159,-46.5698194257603,-23.5795242470137,1
3160,-46.5628671113406,-23.5784806907015,5
3161,-46.5631715265162,-23.58090519678,5
3162,-46.6018345839633,-23.5507260904841,7
3164,-46.6055294357436,-23.5464445628714,8
3165,-46.5801517980841,-23.5619025617463,8
3166,-46.5969503608113,-23.5506155867332,6
3167,-46.5943762934965,-23.5548703966184,4
3168,-46.5906246447205,-23.5563608161496,4
3169,-46.5951944331178,-23.550546708581,8
3170,-46.5930020147452,-23.5493922574606,7
3171,-46.5887030188701,-23.5518409700214,3
3172,-46.5901596428135,-23.5482746071401,1
3173,-46.5803325,-23.556834,2
3174,-46.5905973244561,-23.5468789114491,4
3175,-46.583170171389,-23.5509821976167,3
3176,-46.5875104715506,-23.5493530510705,1
3177,-46.5861807398003,-23.5496222653356,2
3178,-46.584472683594,-23.5542432470137,5
3179,-46.5807001748514,-23.5540236633389,3
3180,-46.5876049977783,-23.5613187973916,4
3181,-46.5818743150882,-23.5588861198935,12
3182,-46.5903392427145,-23.559519635582,4
3183,-46.5943416391887,-23.5588371654164,6
3184,-46.5863666852674,-23.5633668162618,4
3185,-46.5843796974725,-23.5635178148768,10
3186,-46.5831223323619,-23.567258514571,8
3187,-46.5802034778551,-23.5662309797005,5
3188,-46.5782108520688,-23.5642856333603,7
3189,-46.5795669070754,-23.5690554070754,5
3190,-46.5747453599746,-23.5651668681689,3
3191,-46.5723534600381,-23.5691095809048,9
3192,-46.5789422828207,-23.5707085217843,3
3193,-46.5787625342778,-23.5754565087426,3
3195,-46.582722,-23.5686184782157,6
3201,-46.5762346552888,-23.6002981013042,4
3202,-46.5704271042184,-23.5972581340528,2
3203,-46.5667738107219,-23.5983848731606,7
3204,-46.5554727871199,-23.5979855203993,1
3205,-46.5653521522304,-23.6001999184027,4
3206,-46.5597500605055,-23.5988967732414,3
3207,-46.5657354693289,-23.602849951988,1
3208,-46.4264544446304,-23.5195194965376,3
3209,-46.5583195320561,-23.5973067804548,4
3210,-46.547851257283,-23.6017648630463,10
3211,-46.5513642984268,-23.602623941824,12
3213,-46.5615390220728,-23.606664998615,5
3215,-46.5557021354377,-23.6091697230077,3
3216,-46.555108863033,-23.6068651157309,2
3220,-46.5512657418552,-23.590817888935,17
3221,-46.5455461503518,-23.5928011210245,3
3222,-46.5577440401062,-23.5865909963933,6
3223,-46.5556297214785,-23.591487122396,2
3224,-46.5580646194818,-23.5940749211726,1
3225,-46.5567153003059,-23.5841529919499,3
3226,-46.5650422384153,-23.5939861881816,1
3227,-46.5697617485429,-23.5836874962491,12
3236,-46.5541035925616,-23.594918280599,6
3237,-46.5516373827399,-23.5953975642564,3
3238,-46.5485837746264,-23.5922102966992,1
3239,-46.5453603805182,-23.5945789730798,2
3240,-46.5458337557563,-23.5979397557563,2
3242,-46.5430118309769,-23.5977097996134,1
3243,-46.5418254410243,-23.5991157143436,2
3244,-46.5406237364534,-23.6062777893416,6
3245,-46.5344257631139,-23.6064425029142,1
3249,-46.5353759433896,-23.6014634182584,3
3251,-46.5370489000797,-23.6116028889497,3
3253,-46.5304895677189,-23.6061086230885,2
3254,-46.5281140654972,-23.6051359103526,11
3256,-46.528978924231,-23.6106874854291,3
3257,-46.5260427095333,-23.606480671389,6
3258,-46.5251011815165,-23.6085244468521,2
3259,-46.5221075918691,-23.603089756593,1
3260,-46.5150418323619,-23.6032561676381,2
3261,-46.5526714031392,-23.585258514571,3
3262,-46.5508344605863,-23.5891518578972,4
3263,-46.5479805904841,-23.5903333097409,1
3264,-46.5450272704714,-23.5879000932541,4
3266,-46.535867319176,-23.5987285392695,4
3267,-46.5288888090484,-23.6004787404928,1
3268,-46.5270463384788,-23.5984419328294,7
3269,-46.5229989431012,-23.600689449622,2
3270,-46.5212457289803,-23.6021625473195,1
3271,-46.5196252106584,-23.6014221792948,2
3272,-46.5131879213169,-23.6017468914825,1
3273,-46.5592068753823,-23.5784183361129,2
3274,-46.5556430487045,-23.5765857099659,3
3275,-46.5358914431012,-23.586208449622,12
3276,-46.5478812557563,-23.5790911676381,1
3277,-46.5463738344394,-23.5840956494604,4
3278,-46.5452654722431,-23.5813966552888,2
3279,-46.5442664408795,-23.5854719789082,4
3280,-46.5364861769289,-23.5842652034451,5
3281,-46.5465363584976,-23.5846446352051,6
3282,-46.5413975614865,-23.5908535170811,7
3283,-46.5423711021409,-23.5864054118818,3
3284,-46.5372282624214,-23.5863627485429,1
3286,-46.5370373659472,-23.5940828207052,10
3287,-46.5338191583472,-23.5951923250043,5
